"","perl_cutting_edge_programming_language","perl_encouraged_at_workplace","perl_good_language_for_startup","perl_easy_to_maintain","perl_code_scales_well","management_encourages_perl_for_new_projects","management_views_perl_as_cutting_edge","management_views_perl_as_easy_to_maintain","management_thinks_perl_scales_well","perl_good_first_programming_language","perl_good_tool_for_beginners","perl_good_tool_early_career_programmers","perl_good_tool_experienced_programmers","perl_good_tool_system_administrators","perl_good_tool_network_engineers","perl_good_tool_embedded_systems_programmers","perl_good_tool_applications_programmers"
"1565",6,6,7,6,6,6,6,6,5,5,6,6,6,NA,6,3,6
"1566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567",4,2,5,5,3,2,6,2,2,4,3,3,6,6,6,1,6
"1568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569",6,6,6,6,6,6,5,6,6,5,6,6,6,6,6,5,6
"1570",2,2,2,2,2,2,2,2,2,7,7,4,4,7,4,2,2
"1571",2,1,2,2,2,1,1,1,1,2,2,2,2,5,4,2,2
"1572",6,5,5,6,6,5,5,5,5,4,4,5,6,7,5,3,6
"1573",6,2,6,6,2,2,2,2,2,4,5,5,7,7,7,5,7
"1574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575",5,6,6,3,6,6,5,5,5,4,3,4,6,6,6,3,3
"1576",2,2,2,2,2,2,2,2,2,2,4,5,5,6,3,2,5
"1577",3,4,5,5,4,2,2,2,2,4,4,4,6,7,7,1,1
"1578",3,1,3,6,5,1,1,1,1,2,2,3,6,6,6,3,3
"1579",3,4,2,2,5,3,1,1,1,2,2,2,5,6,6,2,2
"1580",7,2,6,3,5,2,2,2,2,4,4,4,7,7,7,3,4
"1581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582",4,2,2,4,1,2,2,2,2,4,3,2,7,7,1,1,4
"1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",7,7,5,6,7,7,7,7,NA,5,5,6,6,7,7,3,6
"1585",1,7,1,1,1,7,7,7,7,6,6,1,1,7,7,1,1
"1586",5,7,5,5,7,7,5,5,7,5,5,6,6,7,7,1,5
"1587",6,6,5,5,4,1,1,1,1,7,7,6,6,5,1,1,4
"1588",4,1,1,5,1,1,1,1,1,7,7,7,7,7,1,1,1
"1589",2,3,5,7,5,2,2,2,2,5,6,6,6,7,7,1,2
"1590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591",4,5,5,4,6,3,3,3,3,5,6,7,7,7,7,6,6
"1592",7,1,7,7,7,1,1,1,1,7,7,7,7,7,7,7,6
"1593",5,5,6,6,5,3,3,3,3,6,6,6,6,6,6,3,5
"1594",3,3,3,2,2,1,1,1,1,2,2,3,4,4,4,4,2
"1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",5,3,5,5,5,5,5,5,5,6,5,6,6,6,6,5,5
"1597",3,5,5,5,5,5,2,3,NA,5,5,5,7,7,7,NA,5
"1598",7,1,6,6,7,1,1,1,1,7,7,7,7,7,7,1,7
"1599",3,3,2,4,1,3,3,3,1,3,5,6,7,7,7,1,5
"1600",4,6,6,6,3,6,3,6,3,7,7,7,7,7,7,3,4
"1601",2,2,2,2,2,2,2,2,2,2,3,3,3,6,2,2,2
"1602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1604",2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2
"1605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606",3,3,4,4,5,2,3,3,3,2,2,4,6,6,6,5,NA
"1607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",3,3,4,5,5,3,3,3,1,NA,NA,NA,6,6,NA,4,4
"1609",5,3,3,6,6,3,3,3,3,3,3,6,6,6,6,1,6
"1610",6,7,6,6,6,7,7,5,6,5,5,5,6,6,6,1,6
"1611",4,5,5,3,4,5,5,2,3,4,6,6,6,1,1,1,4
"1612",7,7,7,7,7,7,1,1,1,2,2,2,6,5,5,4,7
"1613",6,5,6,5,5,3,5,3,4,6,6,6,6,7,7,6,4
"1614",6,2,5,5,1,2,2,2,2,4,NA,5,7,7,7,7,5
"1615",6,6,6,4,6,5,1,1,1,4,5,4,7,7,1,1,1
"1616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617",5,6,4,5,3,3,3,5,NA,2,3,3,5,6,3,3,3
"1618",3,4,2,3,2,3,4,4,4,2,2,3,4,5,4,2,3
"1619",6,7,7,7,7,7,6,6,6,5,5,5,6,6,6,1,1
"1620",6,5,6,6,7,1,1,1,1,5,5,6,7,7,6,4,5
"1621",7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6
"1622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623",4,2,4,3,4,2,2,2,2,5,5,5,5,6,6,5,5
"1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",4,5,1,6,5,1,4,1,4,6,6,6,6,6,1,1,7
"1626",7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,6
"1627",6,6,5,5,5,5,5,4,6,5,4,5,6,6,6,4,5
"1628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7
"1630",6,7,6,6,7,7,6,6,6,5,5,6,7,6,5,1,1
"1631",6,7,6,5,6,7,6,5,6,6,6,6,7,7,7,1,1
"1632",6,7,7,7,7,7,5,1,1,3,6,7,7,7,7,1,7
"1633",1,2,2,2,1,2,2,2,1,2,2,2,6,5,5,2,2
"1634",3,2,2,2,2,2,2,3,4,2,2,2,6,6,6,4,3
"1635",6,7,5,5,6,6,5,5,6,3,4,5,6,7,6,4,3
"1636",6,7,6,4,6,6,1,1,6,6,4,5,7,7,7,6,5
"1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",6,7,7,6,5,7,6,6,6,5,5,5,5,6,6,5,6
"1640",4,3,6,5,5,3,3,3,3,6,6,6,6,6,6,1,4
"1641",NA,7,1,5,1,6,1,1,1,2,4,6,7,7,7,1,6
"1642",5,5,5,5,6,4,4,4,4,6,6,6,6,6,6,NA,5
"1643",5,6,4,3,4,5,4,3,4,5,6,3,6,7,5,3,3
"1644",6,7,6,6,6,5,5,5,6,6,6,6,6,7,7,3,4
"1645",6,5,5,5,6,4,3,3,3,6,6,4,7,7,7,7,7
"1646",6,7,5,4,5,4,3,4,4,2,3,4,6,7,6,4,6
"1647",5,3,4,6,6,3,3,3,3,4,4,5,7,7,7,1,7
"1648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650",7,7,7,5,6,6,6,6,6,6,6,6,7,7,7,5,5
"1651",6,7,6,6,7,7,7,7,6,6,6,6,6,6,6,4,6
"1652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"1654",6,7,7,7,6,7,7,7,6,7,7,7,7,7,7,1,7
"1655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656",3,6,1,3,5,1,1,1,1,3,3,5,7,7,2,NA,6
"1657",7,6,7,7,7,1,1,1,1,7,7,7,7,7,1,1,7
"1658",3,7,4,4,3,7,4,5,4,2,3,4,6,7,6,3,5
"1659",4,7,3,5,6,7,6,6,6,NA,5,2,5,6,6,NA,5
"1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662",5,6,4,4,7,6,5,6,6,4,7,6,7,7,7,5,4
"1663",6,7,6,6,6,6,5,5,6,6,6,6,6,6,6,1,6
"1664",6,1,4,5,5,1,1,1,1,3,4,5,6,6,1,1,5
"1665",4,7,NA,5,7,7,6,7,7,7,7,7,7,7,7,7,7
"1666",5,5,5,5,6,NA,1,1,5,6,6,6,6,7,6,1,4
"1667",5,5,2,3,NA,5,5,4,5,2,2,3,6,6,6,4,4
"1668",6,7,7,7,7,7,6,7,7,6,6,6,6,6,6,6,7
"1669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671",6,7,7,6,7,7,6,5,5,6,6,5,7,7,7,1,7
"1672",4,6,6,6,6,6,5,6,6,4,5,6,7,7,7,6,6
"1673",7,2,5,6,1,1,1,1,1,6,6,5,7,7,7,1,7
"1674",6,7,6,6,6,6,6,6,6,5,5,5,7,6,6,6,7
"1675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676",7,7,7,7,7,7,7,5,3,3,5,5,4,5,4,7,6
"1677",6,6,6,6,5,5,5,4,1,3,5,5,7,7,6,1,6
"1678",3,7,6,2,6,7,5,5,5,6,6,6,7,6,6,6,7
"1679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",3,7,5,4,6,7,4,4,6,4,4,5,6,6,6,6,6
"1682",7,5,6,6,6,5,5,6,6,5,6,7,7,6,6,1,6
"1683",2,2,2,2,2,2,2,2,2,4,4,5,6,7,5,1,4
"1684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",5,6,4,7,6,6,6,7,7,4,4,1,7,7,7,7,7
"1686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",6,5,1,5,1,1,1,1,1,6,5,5,6,6,1,1,1
"1690",1,6,6,5,6,4,4,3,4,4,5,5,7,7,6,4,6
"1691",4,4,5,6,5,1,3,2,1,6,6,6,6,7,1,1,6
"1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693",3,3,4,3,3,1,1,1,1,4,5,5,5,6,6,1,5
"1694",5,5,4,5,NA,4,5,4,3,3,5,5,6,7,6,3,5
"1695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698",3,1,6,5,2,1,1,1,1,3,4,4,5,7,7,2,5
"1699",5,7,4,6,5,7,5,5,5,6,6,6,6,7,6,5,3
"1700",4,6,6,5,5,6,2,4,4,5,5,7,7,5,2,NA,4
"1701",6,6,3,6,6,1,1,1,1,3,3,3,7,6,6,3,5
"1702",7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,5,7
"1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",7,2,7,5,5,2,3,3,3,4,4,6,7,7,7,4,7
"1705",6,7,6,6,6,7,7,6,6,6,6,6,6,7,6,4,6
"1706",4,5,3,2,3,5,4,4,4,3,4,5,7,7,6,4,4
"1707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",3,4,2,1,6,2,2,2,5,2,2,2,2,5,5,3,4
"1710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",3,3,3,2,4,3,3,3,3,3,3,3,6,7,5,3,2
"1712",6,7,3,6,7,7,7,6,7,2,3,5,6,7,7,6,5
"1713",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7
"1714",6,6,4,6,6,6,6,1,1,6,6,5,6,7,1,1,6
"1715",6,7,7,6,7,7,1,1,1,4,5,5,6,7,1,7,7
"1716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",5,6,5,4,6,6,4,5,6,3,5,6,7,7,1,3,3
"1718",NA,NA,NA,6,NA,NA,6,NA,NA,NA,NA,6,NA,7,NA,7,NA
"1719",5,3,5,4,3,2,2,2,2,4,4,6,7,6,6,4,6
"1720",6,3,7,7,6,5,4,4,1,6,7,6,7,7,6,4,6
"1721",5,6,6,5,5,4,4,4,5,4,4,5,6,7,7,3,3
"1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",5,1,6,6,6,1,1,1,1,5,6,7,7,7,7,6,6
"1724",4,5,6,5,6,1,1,1,1,7,7,6,7,7,6,3,4
"1725",5,6,4,3,3,5,5,5,4,3,3,5,6,7,6,6,6
"1726",3,4,4,5,6,3,2,2,5,2,2,2,6,7,7,7,5
"1727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728",3,3,3,4,1,3,3,3,3,2,2,2,1,1,1,1,4
"1729",3,5,5,2,2,5,3,2,2,2,2,3,5,5,5,3,5
"1730",7,7,5,5,1,1,1,1,1,3,4,4,6,7,5,1,1
"1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
"1733",5,6,7,7,7,6,1,6,6,2,5,5,7,7,7,1,6
"1734",6,7,7,6,6,6,5,6,6,7,7,7,7,7,6,5,6
"1735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",3,7,4,4,6,6,3,3,6,4,5,5,6,7,7,3,3
"1737",6,3,1,5,1,3,1,1,1,4,4,5,7,7,7,1,6
"1738",5,6,6,1,1,6,1,1,1,6,6,6,6,6,1,1,1
"1739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742",6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,5,6
"1743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745",1,6,6,5,4,6,2,4,4,3,3,4,6,6,6,6,5
"1746",5,7,6,6,6,7,6,6,6,3,3,5,7,1,1,1,5
"1747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7
"1749",3,7,4,5,2,7,3,5,NA,6,6,6,3,7,5,3,4
"1750",1,5,1,5,1,5,1,1,1,4,5,5,6,5,5,1,5
"1751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",2,2,3,2,4,2,2,2,2,4,3,3,5,5,5,1,1
"1753",2,6,3,4,5,6,5,4,5,3,3,3,5,6,5,4,2
"1754",4,2,4,4,5,2,2,2,1,5,5,6,6,7,7,5,4
"1755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",1,3,4,5,4,3,1,1,1,7,7,7,7,7,7,3,4
"1758",6,3,6,6,6,3,1,1,1,4,5,6,6,6,6,2,3
"1759",6,3,7,7,6,2,2,3,1,7,6,6,7,7,7,5,6
"1760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",6,6,6,5,5,6,6,5,5,3,3,3,6,6,5,3,3
"1767",3,5,3,5,4,3,3,3,5,3,3,3,3,5,5,3,3
"1768",7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7
"1769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770",6,6,5,3,4,1,1,2,1,5,5,5,5,7,6,1,4
"1771",6,6,6,5,5,5,5,5,5,6,6,6,6,7,7,6,6
"1772",6,1,5,6,1,1,1,1,1,5,5,5,6,6,6,6,3
"1773",6,6,6,6,6,5,5,5,5,6,6,6,6,7,7,6,6
"1774",6,5,7,6,6,5,4,4,6,4,4,6,7,7,7,3,5
"1775",5,7,6,6,6,7,5,7,7,7,7,7,7,NA,5,5,5
"1776",3,1,6,5,6,1,1,1,1,3,3,6,6,6,6,3,6
"1777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778",3,3,2,2,3,2,3,2,3,2,2,2,4,6,5,2,4
"1779",5,2,2,2,1,2,2,2,2,5,7,7,7,7,7,1,2
"1780",6,6,6,6,5,5,4,5,5,5,5,6,6,7,7,5,5
"1781",6,7,6,5,6,7,1,6,6,6,6,6,7,7,1,1,6
"1782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783",6,7,7,6,6,5,5,NA,5,6,6,6,6,7,7,1,1
"1784",6,1,3,2,6,1,1,1,1,2,2,2,6,6,6,1,5
"1785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786",2,2,2,6,6,7,5,6,6,5,5,6,6,6,5,5,5
"1787",7,7,3,3,3,7,7,7,7,3,3,7,7,7,7,3,5
"1788",7,3,6,7,7,3,3,3,3,6,6,6,7,7,7,1,6
"1789",6,1,6,5,7,1,1,1,1,5,6,7,7,7,6,4,6
"1790",5,7,6,6,6,7,2,7,7,4,4,7,7,6,5,6,7
"1791",6,6,4,5,6,6,6,6,6,4,5,6,6,6,6,6,6
"1792",6,1,5,NA,3,1,1,1,1,NA,7,5,7,7,7,1,6
"1793",3,3,2,3,4,3,3,3,4,2,2,3,6,6,5,3,3
"1794",5,6,5,3,4,4,2,3,3,2,2,5,6,6,6,2,6
"1795",2,5,2,2,2,5,2,3,6,2,2,2,2,3,2,2,3
"1796",7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,5,6
"1797",3,3,4,3,5,6,5,5,5,3,4,4,5,6,6,3,5
"1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",7,7,7,7,1,7,6,6,1,7,7,7,7,7,1,1,7
"1802",7,4,6,6,7,3,1,1,5,3,4,6,7,7,6,5,7
"1803",5,6,6,5,6,6,6,5,6,6,6,6,6,7,7,3,6
"1804",6,7,6,3,5,7,6,3,5,2,2,6,6,6,6,2,6
"1805",6,6,6,5,5,5,5,4,4,4,4,5,6,6,6,5,5
"1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",5,6,4,4,4,1,1,1,1,3,3,3,7,7,7,7,5
"1810",4,4,6,4,NA,2,1,1,1,6,6,6,6,6,5,1,3
"1811",6,1,1,6,6,1,1,NA,NA,4,4,6,6,6,6,6,6
"1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814",4,6,6,6,5,5,4,6,6,6,6,6,6,6,5,4,6
"1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",4,6,5,3,3,5,4,4,4,3,5,6,6,7,6,5,5
"1817",3,2,4,3,3,2,2,2,2,3,3,5,6,6,6,2,4
"1818",5,4,6,6,5,3,3,3,3,7,7,7,7,7,7,3,5
"1819",4,6,4,4,3,6,1,1,1,3,4,3,6,6,5,1,5
"1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821",4,5,5,4,6,6,5,5,5,4,4,6,7,7,7,1,4
"1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"1824",7,3,6,5,5,2,1,1,1,4,6,6,7,7,7,1,6
"1825",4,5,4,4,6,4,3,4,4,5,5,5,5,6,6,6,6
"1826",7,7,7,6,6,6,7,5,6,4,4,6,6,7,7,6,7
"1827",3,2,2,4,6,2,2,1,3,2,2,5,6,5,4,4,2
"1828",6,6,6,5,6,6,5,5,5,6,6,6,6,6,1,1,6
"1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832",6,3,6,5,1,3,2,2,1,3,3,5,6,7,7,1,6
"1833",6,7,7,6,6,7,1,6,1,6,6,6,6,6,5,1,7
"1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",6,3,5,2,3,2,1,1,1,5,5,5,6,7,7,4,5
"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",2,7,4,1,1,7,4,1,1,4,4,1,1,7,7,1,5
"1840",1,3,1,6,4,3,3,3,3,1,1,1,6,6,6,1,6
"1841",7,7,7,6,6,7,6,6,6,7,7,7,7,7,7,2,7
"1842",3,7,7,5,7,7,1,6,7,1,1,NA,7,1,1,1,7
"1843",7,4,7,5,5,4,2,4,3,5,6,7,7,7,7,1,7
"1844",3,1,1,3,1,1,1,1,1,2,2,6,6,NA,6,1,1
"1845",5,2,5,5,5,7,1,1,1,4,3,4,7,6,6,5,6
"1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",5,7,6,6,6,7,5,6,7,6,5,5,6,6,6,1,6
"1848",6,1,1,6,6,1,1,1,1,7,7,7,7,7,6,1,6
"1849",3,7,6,6,6,7,1,1,1,3,4,6,7,7,7,1,2
"1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851",6,7,5,6,6,1,1,1,1,4,3,4,6,7,6,2,3
"1852",6,5,7,5,5,4,5,3,5,3,5,6,7,7,5,3,5
"1853",4,1,5,6,1,1,1,1,1,5,5,6,6,5,5,4,5
"1854",4,7,7,6,6,6,5,3,5,5,5,6,6,7,7,6,6
"1855",6,3,4,2,5,3,3,3,1,3,3,6,6,6,6,6,3
"1856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",3,7,7,7,5,7,5,7,5,7,7,7,5,7,1,1,7
"1858",1,5,5,5,6,3,1,1,1,5,5,4,7,7,7,1,6
"1859",6,5,6,6,6,6,1,1,1,4,5,6,6,6,6,1,5
"1860",6,1,1,5,1,1,1,1,1,4,4,1,6,6,1,1,1
"1861",6,4,4,6,7,3,1,1,1,4,4,6,7,7,5,1,6
"1862",7,4,7,5,6,3,3,3,3,3,4,5,7,6,6,4,6
"1863",4,2,7,6,6,2,2,2,2,5,6,6,7,7,7,5,7
"1864",5,1,1,5,5,1,1,1,1,1,1,1,1,7,6,4,4
"1865",4,7,4,5,6,1,1,1,1,5,5,6,7,7,7,3,6
"1866",3,3,1,4,1,4,3,3,1,4,4,4,6,6,1,1,3
"1867",4,5,5,5,4,3,4,NA,5,NA,NA,7,3,5,4,5,4
"1868",6,7,6,4,4,7,7,6,6,4,6,6,6,6,6,3,6
"1869",5,6,2,3,6,6,5,3,5,6,6,6,2,2,2,1,6
"1870",6,4,4,4,4,4,4,4,4,3,3,4,6,6,6,5,5
"1871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872",5,6,6,5,5,3,4,3,4,7,5,5,7,7,7,5,7
"1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",5,6,6,6,6,5,5,6,1,6,6,6,6,6,1,3,5
"1875",2,5,2,2,5,4,2,2,4,2,2,4,5,6,6,2,2
"1876",3,6,3,3,4,4,2,3,5,4,5,6,7,6,6,1,3
"1877",6,6,5,6,6,6,5,5,5,5,5,5,6,6,6,3,6
"1878",7,7,7,6,6,6,6,6,1,7,7,7,7,7,1,1,6
"1879",3,7,4,4,7,6,3,5,5,3,2,2,7,7,7,3,5
"1880",5,7,7,5,7,7,5,6,6,1,1,1,1,7,1,1,1
"1881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",1,7,1,1,1,7,1,1,1,6,6,6,6,6,6,6,6
"1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
