"","language_1","language_2","language_3","language_4","language_5","where_perl_belongs_in_list"
"4328","csh","","","","",1
"4329","C","C++","","","",1
"4330","","","","","",
"4331","javascript","","","","",1
"4332","","","","","",
"4333","","","","","",
"4334","c++","php","sql","c","c#",2
"4335","C","c++","Lisp","awk","python",5
"4336","C++","JavaScript","Python","Java","Perl",5
"4337","r","python","fortran","elisp","c",3
"4338","","","","","",
"4339","Java","C","Haskell","Lisp","",1
"4340","","","","","",
"4341","","","","","",
"4342","c","cobol","","","",1
"4343","Ruby","PHP","","","",3
"4344","Smalltalk","Java","C++","C","",6
"4345","c++","C","java","lua","javascript",2
"4346","","","","","",
"4347","javascript","bash","haskell","","",1
"4348","C#","javascript","bash","java","",1
"4349","","","","","",6
"4350","java","ruby","c","","",3
"4351","","","","","",1
"4352","","","","","",
"4353","bash","c","c++","java","python",2
"4354","","","","","",
"4355","Ruby","Bourne shell","C","C++","PHP",1
"4356","TI-BASIC","applescript","","","",1
"4357","","","","","",
"4358","Bash","","","","",1
"4359","bash","","","","",1
"4360","","","","","",
"4361","pl sql","C#","php","python","",2
"4362","bash","php","","","",1
"4363","","","","","",
"4364","Dos Batch","Dibol","","","",1
"4365","C","C++","Ruby","","",2
"4366","","","","","",1
"4367","c++","c","php","bash","",3
"4368","ruby","javascript","html","css","shellscript",3
"4369","","","","","",
"4370","c++","php","python","ruby","",2
"4371","JavaScript","","","","",1
"4372","Javascript","C","","","",1
"4373","javascript","python","php","c","bash",1
"4374","c++","","","","",1
"4375","sql","python","r","c","c++",1
"4376","Java","PL/SQL","Python","Bash (Does that count?)","",1
"4377","javascript","sql","bash","","",1
"4378","PHP","bash","python","c","java",1
"4379","c#","javascript","","","",1
"4380","","","","","",
"4381","c","ruby","smalltalk","","",1
"4382","c#","c++","javascript","objective c","",2
"4383","","","","","",
"4384","C","python","","","",1
"4385","Ruby","Python","PHP","Java","C",2
"4386","c++","java","objective c","bash","python",4
"4387","php","javascript","sql","visual basic","c",1
"4388","","","","","",
"4389","","","","","",
"4390","","","","","",
"4391","java","php","javascript","bash","c",2
"4392","sql","c","c++","java","javascript",1
"4393","bash","C","","","",1
"4394","","","","","",
"4395","","","","","",
"4396","C++","c","bash","lua","python",3
"4397","bash","c","python","ruby","lisp scheme",2
"4398","javascript","php","bash","ant","",1
"4399","lisp scheme","javascript","python","sql","",1
"4400","php","bash","c++","","",1
"4401","javascript","php","python","","",4
"4402","transact sql","pl sql","javascript","visual basic","c",6
"4403","Java","Ruby","C","","",2
"4404","sh","","","","",2
"4405","java","javascript","groovy","python","",2
"4406","sh","C","Erlang","","",2
"4407","C","","","","",1
"4408","bash","","","","",1
"4409","","","","","",1
"4410","Python","Ruby","Java","","",3
"4411","c++","smalltalk","lisp scheme","","",1
"4412","C#","visual basic","javascript","PL/SQL","C",3
"4413","","","","","",
"4414","objective c","ruby","zsh","Java","Python",1
"4415","java","sql","javascript","php","",1
"4416","php","python","javascript","bash","common lisp",4
"4417","php","java","c","","",1
"4418","C","bash","gawk","sed","",2
"4419","java","php","","","",2
"4420","(z)(ba)sh","","","","",1
"4421","ruby","c#","vb.net","c","java",3
"4422","Java","C#","python","powershell","c",4
"4423","php","bash","C#","","",2
"4424","","","","","",
"4425","","","","","",
"4426","Java","C#","objective c","Ruby","",5
"4427","javascript","bash","C","c++","",1
"4428","C","Javascript","C#","Java","",1
"4429","","","","","",
"4430","","","","","",1
"4431","objective c","php","","","",3
"4432","","","","","",
"4433","C++","UniBASIC","Bash","Python","Java",4
"4434","autoit","windows scripting","html","","",2
"4435","C","C++","Shell","Tcl","",1
"4436",".NET 2010",".NET 2008","javascript","vbscript","",1
"4437","bash","ruby","python","php","c",1
"4438","","","","","",
"4439","sql","","","","",2
"4440","Python","C","shell","Lua","Haskell",6
"4441","bash","python","","","",1
"4442","awk","c","php","bash","",6
"4443","","","","","",1
"4444","JavaScript","PHP","","","",1
"4445","java","pl sql","javascript","bash","c++",3
"4446","","","","","",
"4447","objective c","C","","","",1
"4448","","","","","",1
"4449","c","java","python","c++","php",2
"4450","javascript","pl sql","bash","","",1
"4451","","","","","",
"4452","shell","c","","","",1
"4453","","","","","",
"4454","","","","","",
"4455","javascript","bash","","","",1
"4456","","","","","",
"4457","php","","","","",2
"4458","objective c","c","javascript","php","java",4
"4459","","","","","",
"4460","C","C++","java","","",2
"4461","java","","","","",1
"4462","javascript","php","","","",1
"4463","c","java","c++","pascal","",1
"4464","C++","Python","Haskell","C","Standard ML",1
"4465","","","","","",
"4466","Scala","Java","Erlang","Haskell","",6
"4467","php","java","c++","bash","c",6
"4468","php","javascript","sql","bash","",1
"4469","","","","","",
"4470","Python","JavaScript","C","PHP","",1
"4471","","","","","",1
"4472","","","","","",
"4473","","","","","",
"4474","bash","python","php","ksh","",1
"4475","javascript","java","haskell","php","c",1
"4476","csh","javascript","python","c","",1
"4477","python","awk","sql","","",1
"4478","perl","javascript","objective c","","",1
"4479","python","php","javascript","html","css",6
"4480","bash","c++","java","","",2
"4481","c","c++","c#","","",1
"4482","javascript","bash","c","","",1
"4483","bash","php","python","","",4
"4484","Bash","AutoIt","","","",1
"4485","ruby","javascript","matlab","","",3
"4486","python","C","java","c++","C#",6
"4487","Java","sql","javascript","","",2
"4488","bash","Python","java","C","",1
"4489","bash","pascal","ruby","","",1
"4490","php","javascript","python","ruby","",1
"4491","","","","","",
"4492","","","","","",1
"4493","","","","","",
"4494","r","awk","postscript","sql","php",4
"4495","","","","","",
"4496","","","","","",
"4497","shell","JavaScript","GNU awk","","",1
"4498","ruby","python","objective c","c","c++",1
"4499","","","","","",1
"4500","","","","","",
"4501","","","","","",1
"4502","ruby","javascript","delphi","","",2
"4503","","","","","",
"4504","","","","","",1
"4505","sql","javascript","bash","pl sql","",1
"4506","bash","javascript","php","","",1
"4507","bash","php","sql","jsp","python",6
"4508","","","","","",
"4509","C++","C","objective c","","",3
"4510","","","","","",
"4511","javascript","php","c","lisp scheme","python",2
"4512","","","","","",
"4513","C","C++","PostScript","Matlab","",2
"4514","","","","","",
"4515","","","","","",
"4516","Java","SQL","Javascript","php","",4
"4517","Javascript","","","","",1
"4518","","","","","",
"4519","","","","","",
"4520","php","java","csh","c","",1
"4521","dbase","delphi","basic","c","bash",1
"4522","Java","C++","C","VBA (""Embedded"" Visual Basic)","",4
"4523","","","","","",1
"4524","javascript","php","visual basic","java","c++",1
"4525","","","","","",
"4526","","","","","",
"4527","Ruby","javascript","java","c","python",2
"4528","JavaScript","PHP","ruby","","",2
"4529","javascript","c","bash","c++","",1
"4530","POSIX shell","Emacs Lisp","","","",1
"4531","python","ruby","erlang","","",2
"4532","","","","","",
"4533","csh","","","","",1
"4534","java","","","","",1
"4535","c++","c","tcl tk","","",1
"4536","","","","","",
"4537","c","fortran","","","",1
"4538","bash","php","","","",1
"4539","pl/sql","php","","","",2
"4540","C++","JavaScript","","","",1
"4541","c++","c","bash","","",1
"4542","java","javascript","SQL","bash","csh",1
"4543","c++","javascript","python","c","",3
"4544","vb .net","javascript","python","clojure","ruby",5
"4545","Pl/sql, Shell Scripting","","","","",1
"4546","matlab","","","","",2
"4547","","","","","",
"4548","","","","","",
"4549","shell","php","javascript","","",1
"4550","","","","","",
"4551","ruby","javascript","C#","","",2
"4552","","","","","",
"4553","java","javascript","c","sql","python",6
"4554","c","c++","","","",1
"4555","","","","","",1
"4556","java","","","","",2
"4557","javascript","php","c","python","",1
"4558","PHP","","","","",2
"4559","","","","","",
"4560","","","","","",1
"4561","","","","","",1
"4562","javascript","ruby","","","",1
"4563","","","","","",
"4564","PHP","bash","c++","","",1
"4565","Common Lisp","Python","c","sh","PHP",6
"4566","XSLT","FreePascal","","","",2
"4567","sql","visual basic","","","",1
"4568","","","","","",
"4569","","","","","",1
"4570","Ruby","Python","Scheme","Haskell","C",3
"4571","Java","bash","php","","",4
"4572","javascript","bash","php","groovy","",1
"4573","C","java","sh","tcsh","sed",1
"4574","PHP","Java","sql","c","",6
"4575","C++","Java","","","",1
"4576","","","","","",
"4577","c/c++","bash","","","",1
"4578","php","awk","python","c","c++",2
"4579","javascript","python","bash","java","",1
"4580","C","PL/PgSQL","Shell","XSL","JavaScript",1
"4581","c++","java","bash","","",1
"4582","sh","python","javascript","java","",1
"4583","python","php","bash","","",1
"4584","","","","","",
"4585","","","","","",
"4586","","","","","",
"4587","","","","","",
"4588","ruby","javascript","","","",1
"4589","","","","","",1
"4590","PHP","bash","","","",2
"4591","Python","C#","Java","C","",2
"4592","","","","","",1
"4593","","","","","",
"4594","","","","","",
"4595","Java","C","COBOL","","",2
"4596","Java","Perl","Bash","JavaScript","C++",2
"4597","PHP","","","","",1
"4598","python","","","","",2
"4599","java","javascript","object-c","clojure","lisp scheme",1
"4600","python","c","matlab","fortran","java",6
"4601","","","","","",
"4602","Visual foxpro","","","","",2
"4603","c","c++","","","",1
"4604","sh/bash","ruby","c#","vbscript","",1
"4605","javascript","php","xslt","","",1
"4606","Bash","PHP","Python","Ruby","",1
"4607","perl","bash","","","",1
"4608","c","php","","","",2
"4609","javascript","xslt","xquery","ruby","",2
"4610","SQL","sh","C","javascript","",1
"4611","javascript","java","c","pascal","",1
"4612","","","","","",
"4613","asp.net(c#)","","","","",2
"4614","","","","","",3
"4615","","","","","",
"4616","","","","","",
"4617","jython","javascript","java","ruby","lua",1
"4618","C","php","javascript","","",1
"4619","C","C++","python","bash","",3
"4620","","","","","",
"4621","","","","","",
"4622","C","python","","","",1
"4623","","","","","",
"4624","XSLT","tcl tk","C++","java","",2
"4625","PL/I","Lua","java","c","Python",3
"4626","java","python","bash","php","prolog",3
"4627","C#","C","Java","Javascript","Python",4
"4628","javascript","pl pgsql","bash","","",1
"4629","c","bash","javascript","xslt","php",1
"4630","","","","","",1
"4631","","","","","",
"4632","Javascript","Shell","","","",1
"4633","PHP","C++","","","",2
"4634","java","c","python","","",1
"4635","","","","","",
"4636","","","","","",
"4637","","","","","",
"4638","JavaScript","php","java","tcl tk","",1
"4639","php","c#","javascript","c++","actionscript",4
"4640","c++","python","php","javascript","",6
"4641","","","","","",
"4642","php","","","","",2
"4643","sql","pl/pgsql","bash","javascript","",1
"4644","","","","","",
"4645","java","sql","bash","javascript","",1
"4646","javascript","bash","","","",1
"4647","","","","","",
"4648","","","","","",
"4649","javascript","","","","",1
"4650","c#","javascript","java6","php","bourne shell",5
"4651","","","","","",
"4652","C++","Javascript","Java","","",1
"4653","python","c","","","",6
"4654","python","java","","","",1
"4655","bash","c","ruby","python","",1
"4656","DCL","Python","C","bash","C++",1
"4657","C","javascript","","","",2
"4658","php","bash","c","","",1
"4659","ruby","c++","erlang","haskell","java",1
"4660","objective c","java","javascript","C#","",1
"4661","bash","javascript","","","",1
"4662","bash","javascript","C","","",1
"4663","PHP","c++","JavaScript","Java","",4
"4664","php","Unix shell","","","",1
"4665","","","","","",
"4666","assembler","c","c++","c#","",3
"4667","python","vbscript","shell","javascript","batch",2
"4668","","","","","",
"4669","Borne Shell","","","","",1
"4670","java","C","","","",1
"4671","Maple","C++","R","Java","C",3
"4672","php","python","","","",1
"4673","r","bash","","","",1
"4674","","","","","",
"4675","","","","","",
"4676","C++","JAVA","javascript","c","assembler",1
"4677","I only use Perl","I only use Perl","I only use Perl","I only use Perl","I only use Perl",1
"4678","Pscal","JavaScript","Java","","",1
"4679","javascript","bash","c","objective c","",1
"4680","c#","javascript","visual basic","","",3
"4681","","","","","",
"4682","c","c#","csh","c++","",1
"4683","C","delphi","","","",1
"4684","TCL","C/C++","","","",1
"4685","PHP","bash","","","",2
"4686","C","bash","python","","",3
"4687","","","","","",
"4688","bash","c","javascript","","",1
"4689","Python","Sh","","","",1
"4690","","","","","",
"4691","bash","visual basic","c","lisp","",1
"4692","java","javascript","python","","",1
"4693","Common Lisp","XQuery","Elisp","bash","javascript",1
"4694","","","","","",
"4695","Java","C++","C","bash","",2
"4696","php","bash","c","c++","",1
"4697","php","javascript","","","",1
"4698","javascript","sql","","","",1
"4699","Javascript","","","","",1
"4700","","","","","",
"4701","ruby","","","","",2
"4702","Perl","python","php","","",1
"4703","","","","","",
"4704","","","","","",
"4705","Lua","sql","bash","php","objective c",1
"4706","c","c++","tcl tk","","",3
"4707","javascript","c","","","",1
"4708","","","","","",1
"4709","","","","","",
"4710","Scheme","C","Python","Common Lisp","",4
"4711","javascript","java","php","c","",1
"4712","javascript","sql (postgresql)","bash","","",1
"4713","plpgsql","c","bash","php","t-sql",1
"4714","ruby","bash","c","","",3
"4715","c++","perl","python","","",2
"4716","puppet","bash","ruby","","",3
"4717","smalltalk","java","c","clojure","c++",2
"4718","bash","Eiffel","Java","C","make",1
"4719","PHP","","","","",1
"4720","php","javascript","python","c++","c",6
"4721","javascript","","","","",1
"4722","bash","javascript","","","",1
"4723","","","","","",
"4724","SPSS","visual basic","python","","",1
"4725","","","","","",
"4726","","","","","",
"4727","erlang","bash","ocaml/fsharp","falcon","python",2
"4728","","","","","",
"4729","","","","","",
"4730","","","","","",
"4731","bash","python","","","",1
"4732","javascript","java","php","","",1
"4733","Shellscript","php","c++","C","D",1
"4734","C","c++","java","javascript","sql",2
"4735","php","","","","",1
"4736","javascript","bourne shell","python","C","java",1
"4737","","","","","",1
"4738","php","javascript","bash","delphi","",1
"4739","","","","","",
"4740","","","","","",
"4741","","","","","",1
"4742","java","bash","javascript","c","sql",6
"4743","Shell (bash, korn shell)","","","","",1
"4744","JavaScript","","","","",1
"4745","Bash","Python","","","",2
"4746","R","bash","PHP","C","",2
"4747","bash","python","c++","","",1
"4748","Java","ESQL","C","C#","",1
"4749","C","fortran","objective c","","",1
"4750","javascript","php","","","",1
"4751","php","python","Lua","c","ruby",4
"4752","javascript","c","c++","java","",1
"4753","python","c","c++","haskell","javascript",6
"4754","python","c","PHP","","",1
"4755","C","python","ruby","C++","ocaml",1
"4756","Php","Python ","","","",1
"4757","","","","","",
"4758","Perl","javascript","php","sql","",1
"4759","c","c++","","","",2
"4760","","","","","",
"4761","C","Javascript","bash","C#","python",1
"4762","","","","","",
"4763","C#","php","java","javascript","visual basic",2
"4764","c++","php","","","",1
"4765","sql","bash","","","",1
"4766","","","","","",
"4767","php","javascript","bash","python","",2
"4768","perl","php","bash","sql","",1
"4769","javascript","SQL","Ruby","python","lua",1
"4770","PHP","JavaScript","Java","Lua","Python",1
"4771","javascript","Java","","","",1
"4772","","","","","",
"4773","","","","","",
"4774","","","","","",
"4775","matlab","c","java","bash","fortran",3
"4776","java","groovy","python","c#","",3
"4777","","","","","",
"4778","","","","","",
"4779","php","javascript","sql","ruby","java",4
"4780","","","","","",
"4781","Java","PL/SQL","","","",3
"4782","php","Java","C","Ruby","",2
"4783","c++","java","sql","cobol","javascript",1
"4784","","","","","",
"4785","C++","Bash","Haskell","Ruby","Lua",1
"4786","Perl","bash","","","",1
"4787","","","","","",
"4788","C/C++","java","python","matlab","javascript",2
"4789","bash","php","C","","",2
"4790","bash","php","c","python","",1
"4791","Java","","","","",1
"4792","c++","c#","pascal","","",4
"4793","bash","cobol","php","javascript","",1
"4794","C","php","","","",1
"4795","C++","C","","","",1
"4796","php","javascript","sh","","",1
"4797","Java","PL/SQL","C","Javascript","C++",1
"4798","","","","","",1
"4799","","","","","",
"4800","matlab","bash","C/C++","","",2
"4801","C","awk","vbscript","javascript","shell",1
"4802","","","","","",
"4803","javascript","sql","","","",1
"4804","","","","","",
"4805","C","elisp","shell","","",3
"4806","c++","php","bash","emacs-lisp","python",3
"4807","","","","","",
"4808","vbscript","visual basic","bash","","",1
"4809","","","","","",
"4810","Java","C#","php","","",4
"4811","c++","Java","","","",2
"4812","","","","","",
"4813","C#","HTML","PHP","javascript","ASP.Net",6
"4814","","","","","",
"4815","Python","PHP","","","",3
"4816","bash","PHP","Java","","",2
"4817","SAS","VB","","","",1
"4818","","","","","",
"4819","ruby","bash","redcode","","",1
"4820","","","","","",
"4821","Python","","","","",1
"4822","bash","php","python","","",1
"4823","bash","","","","",1
"4824","","","","","",
"4825","python","java","php","c++","javascript",3
"4826","php","python","Sql","","",1
"4827","javascript","","","","",1
"4828","Bash (if it qualifies as a ""programming language"")","","","","",1
"4829","","","","","",
"4830","javascript","bash","","","",1
"4831","","","","","",1
"4832","transact sql","delphi","","","",3
"4833","sh","java","c","","",1
"4834","php","bash scripting","c","","",1
"4835","","","","","",
"4836","Perl","Javascript","PHP","","",1
"4837","c","C++","","","",1
"4838","php","javascript","java","","",6
"4839","bash","ksh","php","Common Lisp","",1
"4840","actionscript","c","php","tcl tk","c++",1
"4841","Ruby","Python","Java","","",1
"4842","javascript","scheme","php","python","ruby",1
"4843","C++","C","python","","",2
"4844","","","","","",
"4845","","","","","",
