"","official_perl_cert_for_me","official_perl_cert_for_others","perl_cert_comments"
"4458",1,1,""
"4459",NA,NA,""
"4460",1,4,""
"4461",6,6,"very good idea"
"4462",5,5,""
"4463",NA,NA,""
"4464",2,5,"Sounds like the kind of BS some people are into."
"4465",NA,NA,""
"4466",2,1,""
"4467",2,5,""
"4468",2,3,"Not really sure what the point would be. "
"4469",NA,NA,""
"4470",3,5,""
"4471",7,6,"I like the concept, especially if it will raise the profile and acceptance of perl in the workplace."
"4472",NA,NA,""
"4473",NA,NA,""
"4474",1,1,"certification is a weird thing for me... but why not?"
"4475",6,6,"I know a few undergraduate brilliant perl programmers, this would be a brilliant option for them."
"4476",7,7,""
"4477",6,6,"Should be realistic, computer based certification and not a multiple choice test"
"4478",5,5,"I have yet to come across an environment that desired certification of perl skill beyond what can be learned via a simple code test"
"4479",3,3,"waste of time"
"4480",6,6,"Great!"
"4481",7,6,""
"4482",3,3,""
"4483",5,5,""
"4484",6,6,"Programming patterns should be standardized"
"4485",2,1,""
"4486",NA,NA,""
"4487",6,6,""
"4488",NA,NA,""
"4489",3,5,""
"4490",5,5,""
"4491",NA,NA,""
"4492",NA,NA,""
"4493",NA,NA,""
"4494",2,3,"There is NO need of such certifications !!!"
"4495",NA,NA,""
"4496",NA,NA,""
"4497",1,1,"I'd rather see some code than trust a certificate"
"4498",3,5,""
"4499",NA,NA,""
"4500",NA,NA,""
"4501",NA,NA,""
"4502",NA,NA,""
"4503",NA,NA,""
"4504",5,6,"Nice idea. Not really applicable."
"4505",5,5,""
"4506",7,7,""
"4507",5,5,""
"4508",NA,NA,""
"4509",1,1,"What is the clou with this certificates?"
"4510",NA,NA,""
"4511",4,5,""
"4512",NA,NA,""
"4513",3,1,""
"4514",NA,NA,""
"4515",NA,NA,""
"4516",2,5,""
"4517",2,1,"I'll never ask someone if they have it."
"4518",NA,NA,""
"4519",NA,NA,""
"4520",NA,NA,""
"4521",1,1,"i dont have idea"
"4522",4,6,"Some companies like pieces of paper, so the idea is good.[CR]The test shouldn't be lots of trick questions, though, or test knowledge of things you can easily look up (ˆ la ""what are all the command-line switches of ls(1)"" in a hypothetical Unix certification)."
"4523",5,6,"Idea is floating for some time. I believe there would be too much disagreement if ""official"" certification was to be made (by TPF for example). Maybe it would be best if some external company would provide such certification and it could apply for ""TPF approved"" sign (or other similar official endorsement)? Maybe EPO?"
"4524",7,6,""
"4525",NA,NA,""
"4526",NA,NA,""
"4527",3,3,"It's been tried before - it didn't work. This is mostly because there's no strong, trusted brand who would provide it and which the community trusts"
"4528",3,1,""
"4529",6,6,""
"4530",3,3,""
"4531",5,5,""
"4532",NA,NA,""
"4533",1,1,"Certifications say more of one's skill at passing an examination, and less about one's skill at using the language."
"4534",3,1,"No"
"4535",6,6,""
"4536",NA,NA,""
"4537",2,2,"On the whole i dislike the idea of certifications.  The only ones I will get are those strictly required for my job."
"4538",4,6,""
"4539",NA,NA,""
"4540",2,2,"1) Certifications initiate ""exam-style"" learning, they are not intended for practical usage of the language. 2) Certifications tell about the past. "
"4541",1,1,"In my experience, certifications are not so important and do not usually reflect a person's knowledge on the language. Managers don't take this into much consideration."
"4542",1,1,""
"4543",3,5,""
"4544",2,2,"I don't care for the idea of certification in general. They seem to be to easy to obtain."
"4545",7,7,"Brain Bench is giving the certification. I'm not sure about anyother"
"4546",NA,NA,""
"4547",NA,NA,""
"4548",NA,NA,""
"4549",5,5,""
"4550",NA,NA,""
"4551",3,3,"Seriously?"
"4552",NA,NA,""
"4553",3,5,""
"4554",7,7,""
"4555",6,6,""
"4556",3,3,""
"4557",4,4,"Certification still doesn't tell if the person can program."
"4558",5,5,""
"4559",NA,NA,""
"4560",7,7,""
"4561",2,2,""
"4562",2,2,""
"4563",NA,NA,""
"4564",5,5,""
"4565",2,2,""
"4566",2,1,""
"4567",1,1,"Perl can be used in so many ways, that certification would need to be specialized to specific areas. I may be very good at data processing with Perl but not be adapt at web programming, for example. I would also want it to be task-oriented certification instead of multiple choice tests."
"4568",NA,NA,""
"4569",1,5,"There are so many ways to do things in Perl. What would be certified?"
"4570",6,6,""
"4571",2,6,""
"4572",5,5,""
"4573",3,5,"Only management want them, they serve no real value once the person is hired"
"4574",NA,NA,""
"4575",1,1,""
"4576",NA,NA,""
"4577",1,1,"nope."
"4578",3,6,"don't need, don't care"
"4579",3,3,"I generally don't like the idea of certification, because I think knowledge is hard to measure, and tests always become artificial, in that people can study specifically for them"
"4580",5,5,"It's only worth anything if it makes sure practical skills are actually there - probably a problem most certifications have."
"4581",5,5,"Would be hard to do it cross-plattform"
"4582",1,1,""
"4583",6,6,"Having a range of certifications would help me during hiring decisions. Having only one, basic certification would probably require such a low bar to exceed that it would be rather useless.[CR][CR]Cisco has a pretty good model for this.[CR]"
"4584",NA,NA,""
"4585",NA,NA,""
"4586",NA,NA,""
"4587",NA,NA,""
"4588",6,6,""
"4589",7,7,"Bioperl must be included and knowledge of biology/ bioinformatics must be tested"
"4590",2,2,"Proof that you know a lot of words does not make you an author."
"4591",2,2,""
"4592",5,5,"In general I don't go for certification, I prefer to let experience speak for itself; however, for someone starting out without much experience to demonstrate, certification may be useful."
"4593",NA,NA,""
"4594",NA,NA,""
"4595",1,1,""
"4596",3,3,""
"4597",3,1,""
"4598",5,7,"hard to manage well; if too easy or not deemed worthwhile by gurus then the less good people go for the qualification and the better ones don't bother, but then the employment world starts to favour those with this ""mickey-mouse"" certification.[CR][CR]I'm done well with peer review and QA from multiple groups (employers, newcomers, gurus, course tutors) then it could possibly be a good thing.  But what would be done with the money raised by such a certificate?  If purely running the organisation itself then it seems a bit pointless.  If money could be fed back to the community (e.g. by sponsoring apps/CPAN modules/Perl workshops) then it would likely be viewed in a much more positive light."
"4599",3,6,""
"4600",NA,NA,""
"4601",NA,NA,""
"4602",6,7,""
"4603",7,7,""
"4604",2,4,""
"4605",3,1,""
"4606",3,3,""
"4607",3,3,""
"4608",1,1,""
"4609",2,1,""
"4610",2,2,"I'm sure someone will be able to make a small business out of it."
"4611",2,4,""
"4612",NA,NA,""
"4613",6,6,""
"4614",NA,NA,""
"4615",NA,NA,""
"4616",NA,NA,""
"4617",5,4,"pokemon badges are interesting but inessential"
"4618",3,3,"keep the bureaucrats out of this."
"4619",1,1,""
"4620",NA,NA,""
"4621",NA,NA,""
"4622",2,1,"I find most technical certifications repugnant.[CR]"
"4623",NA,NA,""
"4624",2,2,"waste of money[CR][CR]"
"4625",5,6,""
"4626",3,3,"perl is similar to python which are both great languages but do not have certification yet. the reason behind is that few large enterprises would be willing to stake their company's IT infrastructure on open source tools (who's to blame when something goes wrong?) Perhaps more aggressive marketing and entity support of a web/app server might be a way to start"
"4627",6,7,""
"4628",6,6,""
"4629",6,6,""
"4630",1,6,"Do it like LPI certification! Perl does not have a HUGE company backing it up such as Sun/Oracle or Microsoft. LPI certification is really taking off now, at least in The Netherlands."
"4631",NA,NA,""
"4632",7,7,"If it gets done, it should absolutely be done by the Perl Foundation for proper credibility. Or at the least, the Perl Foundation should certify the certification programs themselves."
"4633",1,1,""
"4634",1,1,""
"4635",NA,NA,""
"4636",5,7,"Best practices, focus on code maintainability and clean code"
"4637",NA,NA,""
"4638",6,6,"good idea, I would pay for one"
"4639",3,3,""
"4640",2,2,""
"4641",NA,NA,""
"4642",3,3,"I've achieved other certifications (CDP, AIX, Linux) over the years and other than a dot on my resume they haven't made an ort of difference in my career.  And most of them are now obsolete."
"4643",3,5,""
"4644",NA,NA,""
"4645",3,1,""
"4646",1,1,""
"4647",NA,NA,""
"4648",NA,NA,""
"4649",5,6,""
"4650",3,3,""
"4651",NA,NA,""
"4652",3,6,""
"4653",3,3,""
"4654",5,7,"I don't really need a certification, but being able to know that a person was at least exposed to a standard body of knowledge would be good. Most of the people (outside the Perl community) I know who say ""I know Perl"" are not even up to date with what happened in the last 5 or so years..."
"4655",3,6,""
"4656",2,6,""
"4657",3,3,""
"4658",1,1,"I think it might help shops needing Perl expertise to feel somewhat more comfortable with a potential employee. I'm not certain Perl lends itself well to a Cannon, though."
"4659",3,3,""
"4660",2,2,""
"4661",2,2,"Programming language certifications are for developers who can't code their way out of a paper bag, and for Pointy-Haired Bosses who believe certifications are 100% accurate representations of a skill level."
"4662",2,2,"Good idea once C or ASM certification is also available"
"4663",NA,NA,""
"4664",3,5,"Certification generally is a resume filler for people without good experience.  We don't pay much attention to it."
"4665",NA,NA,""
"4666",6,1,""
"4667",2,5,""
"4668",NA,NA,""
"4669",NA,NA,""
"4670",3,5,""
"4671",7,7,""
"4672",NA,NA,""
"4673",2,1,""
"4674",NA,NA,""
"4675",NA,NA,""
"4676",3,6,"It's a good idea."
"4677",5,7,""
"4678",5,5,""
"4679",7,6,"It would be useful if it could be possible to take some sort of certificate on the internet.[CR]A free certificate would also be useful as some starting point."
"4680",1,5,"Bah. Perpetuation of an existing fault will not fix it."
"4681",NA,NA,""
"4682",7,7,""
"4683",4,4,""
"4684",6,6,"Perl's in your head and heart, the certificate on the tie wearers table..."
"4685",6,6,"Multiple levels successively showing more advanced knowledge of perl AND common dynamic language features/CS constructs would help differentiate the novice from the Guru."
"4686",2,1,"I don't really understand the value of getting certified in a programming language."
"4687",NA,NA,""
"4688",1,1,""
"4689",2,2,"I don't see how Perl cert could be useful."
"4690",NA,NA,""
"4691",7,6,""
"4692",2,5,""
"4693",2,2,""
"4694",NA,NA,""
"4695",3,3,"I'm skeptical of certifications in general."
"4696",5,5,""
"4697",7,7,""
"4698",3,3,"Since Perl can do so much, I'm unclear on what good a certification would be for someone interested in one or two aspects of Perl programming."
"4699",2,6,""
"4700",NA,NA,""
"4701",2,1,"only the most dumb programmers need a certification."
"4702",2,1,"Seems pointless. Code it if you've got the wherewithal."
"4703",NA,NA,""
"4704",NA,NA,""
"4705",5,5,"Nope."
"4706",3,3,""
"4707",3,3,"pffft"
"4708",NA,NA,""
"4709",NA,NA,""
"4710",2,2,""
"4711",6,6,""
"4712",1,1,"Le certificazioni sono utili solo se non sono obbligatorie."
"4713",5,5,"would be nice to keep the amount of unmaintainable perl code down"
"4714",6,6,""
"4715",1,5,""
"4716",NA,NA,""
"4717",NA,NA,""
"4718",6,6,""
"4719",1,1,""
"4720",7,7,"I like the idea a lot. I love perl, though I don't often get to use it much these days. I think it would be fun to be a ""Perl Certified Engineer"", even if all I use it for is bragging rights among colleagues."
"4721",1,1,""
"4722",1,1,""
"4723",NA,NA,""
"4724",2,2,""
"4725",NA,NA,""
"4726",NA,NA,""
"4727",3,3,"Maybe if LPI provides it could be interesting"
"4728",NA,NA,""
"4729",NA,NA,""
"4730",NA,NA,""
"4731",4,4,"CPAN shows true power of Perl. And there are so many modules, and so many ways to do something. How will certification look like? What will it show? Knowledge of single method to do something? I can't imagine good certification process for Perl."
"4732",7,7,""
"4733",6,6,""
"4734",3,4,""
"4735",5,6,""
"4736",3,5,"It should perhaps closely track Damian Conway's Perl Best Practices more than any other existing literature on perl.   It should also require Moose."
"4737",3,3,"The languages specified just do this to give themselves an extra revenue stream. The qualifications themselves are meaningless and do nothing to help the people that gain them. Perl is better than this."
"4738",7,7,""
"4739",NA,NA,""
"4740",NA,NA,""
"4741",4,5,"It's like a meme. But dumb companies asks for certification."
"4742",7,7,"nice"
"4743",1,1,""
"4744",1,6,""
"4745",2,2,""
"4746",6,6,""
"4747",2,2,"Certification is worth as much as the paper it printed on."
"4748",1,1,"Certs only work when people are specifically looking for someone using that language, perl job postings are few and far between."
"4749",2,2,"certifications are evil"
"4750",1,1,""
"4751",3,3,""
"4752",NA,NA,""
"4753",2,2,"The certificates for Java or .NET are useless -- I'm just as likely to find a good programmer without a certification as I am to find one with a certification. The certificates do not correlate with good programming, they simply say the person has completed a course. "
"4754",5,5,""
"4755",NA,NA,""
"4756",2,5,""
"4757",NA,NA,""
"4758",6,6,""
"4759",3,3,"Who cares? No other certification is worth much anyway."
"4760",NA,NA,""
"4761",6,6,"hard to implement?"
"4762",NA,NA,""
"4763",5,5,""
"4764",3,5,""
"4765",3,3,""
"4766",NA,NA,""
"4767",5,5,"why not"
"4768",5,5,""
"4769",1,1,"I don't really believe in certification. Even a shitty programmer can get a certificate if they put in the effort. So all I can glean from the fact that they have a cert is that they bothered to get a cert."
"4770",7,7,""
"4771",6,6,"It would certainly be hard to define what you have and don't have to know about Perl to get a certification. But I would want one if it's not too expensive."
"4772",NA,NA,""
"4773",NA,NA,""
"4774",NA,NA,""
"4775",2,2,""
